"*Nama Kontak","Nama Perusahaan","Email","Alamat","Provinsi","Kota","Nomor Telepon","*Nomor Biaya","*Tanggal Transaksi (dd/mm/yyyy)","Tanggal Jatuh Tempo (dd/mm/yyyy)","Catatan","Termasuk Pajak (Ya / Tidak)","*Kode Akun Biaya","Nama Akun Biaya","Deskripsi Biaya","Pajak Biaya","Jumlah Biaya","Status Dibayar (Ya / Tidak)","Kode Akun Pembayaran","Tag (Beberapa Tag Dipisah Dengan Koma)","Kode Akun Pemotongan","Jumlah Pemotongan","Sisa Tagihan","Total","Tanggal Pembayaran (dd/mm/yyyy)","Pembayaran Kas & Bank"
"LALAMOVE","","","","","","","EXP/00793","26/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP OZ 12 dan OZ 16 Up. Tn Efendi","","344000","Ya","1-10003","","","","0","344000","26/09/2024","Giro"
"BAYU","","","","","","","EXP/00792","25/09/2024","","","Tidak","6-60102","Upah","Payroll Pak Bayu (5 D)","","350000","Ya","1-10001","","","","0","350000","25/09/2024","Cash"
"HAFIZ","","","","","","","EXP/00791","25/09/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz (3 D)","","300000","Ya","1-10001","","","","0","300000","25/09/2024","Cash"
"LALAMOVE","","","","","","","EXP/00790","25/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Bahan Baku PP Topilene J1105T 2.000 kg","","394185","Ya","1-10001","","","","0","394185","25/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00789","23/09/2024","","","Tidak","6-60205","Entertain","Entertain (Air Mineral Pak Marjoko)","","6000","Ya","1-10001","","","","0","6000","23/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00788","23/09/2024","","","Tidak","6-60205","Entertain","Pembelian Air Le Mineral 1 Galon","","20000","Ya","1-10001","","","","0","20000","23/09/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00787","23/09/2024","","","Tidak","6-60211","Sarana Kantor","Jasa Print Dokumen (Invoice & Materai 10.000)","","15000","Ya","1-10001","","","","0","15000","23/09/2024","Cash"
"JNE","","","","","","","EXP/00786","19/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Sample Paku B Gerigi 1/2 Kg Up. Pak Joni","","10000","Ya","1-10001","","","","0","10000","19/09/2024","Cash"
"POM BENSIN","","","","","","","EXP/00785","18/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","18/09/2024","Cash"
"KOBRA","","","","","","","EXP/00784","18/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 100 Kg Up. Abu Salim","","300000","Ya","1-10001","","","","0","300000","18/09/2024","Cash"
"J&T CARGO","","","","","","","EXP/00783","17/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 10 kg Up. Dian 10/09","","325880","Ya","1-10003","","","","0","325880","17/09/2024","Giro"
"TRANSPORTASI","","","","","","","EXP/00782","14/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Tol Pengambilan Moulding Up. Pak Suwarnoto","","16000","Ya","1-10001","","","","0","16000","14/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00781","14/09/2024","","","Tidak","6-60205","Entertain","Entertain (Makan & Minum)","","44000","Ya","1-10001","","","","0","44000","14/09/2024","Cash"
"POM BENSIN","","","","","","","EXP/00780","14/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pembelian Bensin Motor Kunjungan Pak Marjoko","","20000","Ya","1-10001","","","","0","20000","14/09/2024","Cash"
"JNE","","","","","","","EXP/00779","13/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Sample Paku B Gerigi 10 pcs Up. PT Tritools Indonesia","","10000","Ya","1-10001","","","","0","10000","13/09/2024","Cash"
"JNE","","","","","","","EXP/00778","13/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Sample Paku B Gerigi 10 pcs Up. PT Indotama Omicron Kahar","","24000","Ya","1-10001","","","","0","24000","13/09/2024","Cash"
"KOBRA","","","","","","","EXP/00777","13/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 50 Kg Up. Sfitra Yohana","","150000","Ya","1-10001","","","","0","150000","13/09/2024","Cash"
"KOBRA","","","","","","","EXP/00776","13/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 40 Kg Up. Solihul Hadi","","120000","Ya","1-10001","","","","0","120000","13/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00775","10/09/2024","","","Tidak","6-60205","Entertain","Entertain Kopi & Air Mineral Teknisi Moulding Tutup Galon","","15000","Ya","1-10001","","","","0","15000","10/09/2024","Cash"
"TEKNISI","","","","","","","EXP/00774","10/09/2024","","","Tidak","5-50200","Retur Pembelian","Jasa Teknisi Moulding Galon","","500000","Ya","1-10001","","","","0","500000","10/09/2024","Cash"
"POM BENSIN","","","","","","","EXP/00773","10/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","10/09/2024","Cash"
"KOBRA","","","","","","","EXP/00772","10/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam Up. PT Rimba Sempana Indonesia","","150000","Ya","1-10001","","","","0","150000","10/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00771","08/09/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Meteran","","40000","Ya","1-10001","","","","0","40000","08/09/2024","Cash"
"RT. 17/07","","","","","","","EXP/00770","08/09/2024","","","Tidak","6-60200","Donasi","Iuran Bulanan RT. 17/07","","100000","Ya","1-10001","","","","0","100000","08/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00769","08/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Entertain (Makan Siang Teknisi)","","70000","Ya","1-10001","","","","0","70000","08/09/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00768","04/09/2024","","","Tidak","6-60211","Sarana Kantor","Jasa Print Dokumen (Label & Invoice)","","15000","Ya","1-10001","","","","0","15000","04/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00767","03/09/2024","","","Tidak","6-60200","Donasi","Pembelian Pakan Burung","","21000","Ya","1-10001","","","","0","21000","03/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00766","02/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Entertain (Petugas PLN)","","20000","Ya","1-10001","","","","0","20000","02/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00765","02/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Entertain (Driver Pak Indra)","","15000","Ya","1-10001","","","","0","15000","02/09/2024","Cash"
"PLN","","","","","","","EXP/00764","02/09/2024","","","Tidak","5-50200","Retur Pembelian","Jasa Perbaikan Listrik","","50000","Ya","1-10001","","","","0","50000","02/09/2024","Cash"
"TOSERBA","","","","","","","EXP/00763","02/09/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Amplop Coklat Folio 5 pcs","","5000","Ya","1-10001","","","","0","5000","02/09/2024","Cash"
"TOKO ONLINE","","","","","","","EXP/00370","24/09/2024","","","Tidak","6-60211","Sarana Kantor","Sleeve Laptop MacBook 14"" (2 pcs)","","162550","Ya","1-10003","","","","0","162550","24/09/2024","Giro"
"Mus Salatiga","","","","","","","EXP/00369","24/09/2024","","","Tidak","6-60200","Donasi","Donasi","","1000000","Ya","1-10004","","","","0","1000000","24/09/2024","Bank BRI"
"LALAMOVE","","","","","","","EXP/00368","23/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Natural Grade B Up. PT Tritools Indonesia","","175000","Ya","1-10003","","","","0","175000","23/09/2024","Giro"
"BANK OPERASIONAL","","","","","","","EXP/00762","20/09/2024","","","Tidak","8-80000","Beban Bunga","BCA Operasional - Biaya Admin","","16000","Ya","1-10003","","","","0","16000","20/09/2024","Giro"
"FOTO COPY MENTARI","","","","","","","EXP/00761","09/09/2024","","","Tidak","6-60211","Sarana Kantor","Pengiriman Dokumen NJI (PO, INV, Kuitansi & FP)","","10000","Ya","1-10001","","","","0","10000","09/09/2024","Cash"
"Marjoko","Sinar Sejahtera","","KP. Bayur Rt. 07/01 N0. 50 Lebak Wangi","","","087877900445","EXP/00361","21/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Crome","","4000000","Ya","1-10003","Mold OZ 16 Datar","","","0","15000000","21/06/2024","Giro"
"Marjoko","Sinar Sejahtera","","KP. Bayur Rt. 07/01 N0. 50 Lebak Wangi","","","087877900445","EXP/00361","21/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Las Argo","","1500000","Ya","1-10003","Mold OZ 16 Datar","","","0","15000000","21/06/2024","Giro"
"Marjoko","Sinar Sejahtera","","KP. Bayur Rt. 07/01 N0. 50 Lebak Wangi","","","087877900445","EXP/00361","21/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","CNC","","2000000","Ya","1-10003","Mold OZ 16 Datar","","","0","15000000","21/06/2024","Giro"
"Marjoko","Sinar Sejahtera","","KP. Bayur Rt. 07/01 N0. 50 Lebak Wangi","","","087877900445","EXP/00361","21/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Hot Runner","","2000000","Ya","1-10003","Mold OZ 16 Datar","","","0","15000000","21/06/2024","Giro"
"Marjoko","Sinar Sejahtera","","KP. Bayur Rt. 07/01 N0. 50 Lebak Wangi","","","087877900445","EXP/00361","21/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Jasa Servis","","5000000","Ya","1-10003","Mold OZ 16 Datar","","","0","15000000","21/06/2024","Giro"
"Marjoko","Sinar Sejahtera","","KP. Bayur Rt. 07/01 N0. 50 Lebak Wangi","","","087877900445","EXP/00361","21/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","AJP","","500000","Ya","1-10003","Mold OZ 16 Datar","","","0","15000000","21/06/2024","Giro"
"BANK OPERASIONAL","","","","","","","EXP/00760","18/09/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10003","","","","0","2500","18/09/2024","Giro"
"LALAMOVE","","","","","","","EXP/00759","18/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP PP INJECTION OZ 12 OVAL NJI 60 Karton Up. PT Yoboy Oswald Imaji 1/2","","185000","Ya","1-10003","","","","0","185000","18/09/2024","Giro"
"BANK BRI","","","","","","","EXP/00758","16/09/2024","16/09/2024","","Tidak","8-80000","Beban Bunga","BRI - Monthly Fee ATM","","2500","Ya","1-10004","","","","0","2500","16/09/2024","Bank BRI"
"BANK BRI","","","","","","","EXP/00757","16/09/2024","16/09/2024","","Tidak","8-80000","Beban Bunga","BRI - Admin Fee","","5500","Ya","1-10004","","","","0","5500","16/09/2024","Bank BRI"
"TOKO ONLINE","","","","","","","EXP/00756","16/09/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Ma 40x150 Air Cylinder Pneumatic Stainless Untuk Robot Arm Mesin No. 2","","302020","Ya","1-10003","Robot Arm","","","0","302020","16/09/2024","Giro"
"LALAMOVE","","","","","","","EXP/00755","14/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Moulding OZ 12 Datar","","109252","Ya","1-10001","","","","0","109252","14/09/2024","Cash"
"COISE COMPUTER","","","","","","","EXP/00754","12/09/2024","","","Tidak","6-60211","Sarana Kantor","Pembayaran Printer HP LaserJet Pro 400 M401d","","1200000","Ya","1-10003","","","","0","1200000","12/09/2024","Giro"
"PDAM","","","","","","","EXP/00753","12/09/2024","","","Tidak","6-60217","Listrik","Pembayaran Air PDAM Meteran 2","","30000","Ya","1-10003","","","","0","30000","12/09/2024","Giro"
"PDAM","","","","","","","EXP/00752","12/09/2024","","","Tidak","6-60217","Listrik","Pembayaran Air PDAM Meteran 1","","66000","Ya","1-10003","","","","0","66000","12/09/2024","Giro"
"PLN","","","","","","","EXP/00751","12/09/2024","","","Tidak","6-60217","Listrik","Pembayaran Tagihan Listrik Agustus 2024","","4204372","Ya","1-10002","","","","0","4204372","12/09/2024","Bank Account"
"I SEVEN","","","","","","","EXP/00750","12/09/2024","","","Tidak","6-60206","Komunikasi - Umum","Pembayaran WiFi Agustus","","225000","Ya","1-10003","","","","0","225000","12/09/2024","Giro"
"DIRJEN PAJAK","","","","","","","EXP/00749","11/09/2024","","","Tidak","6-60214","Pajak dan Perizinan","Pembayaran PPh Pasal 4 (2) Sewa Tempat dan/atau Bangunan Agustus 2024","","300000","Ya","1-10002","","","","0","300000","11/09/2024","Bank Account"
"LALAMOVE","","","","","","","EXP/00748","11/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Molding OZ 16 dan Insert Up. Pak Marjoko","","91060","Ya","1-10001","","","","0","91060","11/09/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00746","08/09/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Ma 40x200 Air Cylinder Pneumatic Stainless Untuk Robot Arm Mesin No. 2","","350000","Ya","1-10003","Robot Arm","","","0","350000","08/09/2024","Giro"
"BAYU","","","","","","","EXP/00745","07/09/2024","","","Tidak","6-60102","Upah","Payroll Pak Bayu (5 D)","","350000","Ya","1-10001","","","","0","350000","07/09/2024","Cash"
"HAFIZ","","","","","","","EXP/00744","07/09/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz (5 D)","","500000","Ya","1-10001","","","","0","500000","07/09/2024","Cash"
"ASTUTI","","","","","","","EXP/00743","07/09/2024","","","Tidak","6-60102","Upah","Payroll Astuti (6 D)","","480000","Ya","1-10001","","","","0","480000","07/09/2024","Cash"
"LALAMOVE","","","","","","","EXP/00740","05/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Putih 200 kg Up. PT Tritools Indonesia","","175000","Ya","1-10003","","","","0","175000","05/09/2024","Giro"
"BANK OPERASIONAL","","","","","","","EXP/00739","04/09/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10003","","","","0","2500","04/09/2024","Giro"
"LALAMOVE","","","","","","","EXP/00738","04/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP PP INJECTION OZ 12 OVAL NJI 60 Karton Up. PT Yoboy Oswald Imaji","","182000","Ya","1-10003","","","","0","182000","04/09/2024","Giro"
"LALAMOVE","","","","","","","EXP/00737","04/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP PP INJECTION OZ 12 OVAL NJI 60 Karton Up. PT Yoboy Oswald Imaji 1/2","","185000","Ya","1-10003","","","","0","185000","04/09/2024","Giro"
"EKSPEDISI","","","","","","","EXP/00736","04/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Putih 1.200 kg Up. Indra Yunsetianto","","1800000","Ya","1-10003","","","","0","1800000","04/09/2024","Giro"
"IMA","","","","","","","EXP/00735","04/09/2024","","","Tidak","6-60002","Komisi & Fee","Pembayaran Komisi IMA","","2207520","Ya","1-10003","","","","0","2207520","04/09/2024","Giro"
"TOKO ONLINE","","","","","","","EXP/00734","03/09/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Mold Cleaner 2 Tabung","","65500","Ya","1-10003","","","","0","65500","03/09/2024","Giro"
"LALAMOVE","","","","","","","EXP/00733","03/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Putih 400 kg Up. PT Tritools Indonesia","","175000","Ya","1-10003","","","","0","175000","03/09/2024","Giro"
"Bank MANDIRI","","","","","","","EXP/00731","02/09/2024","","","Tidak","6-60400","Biaya Sewa - Bangunan","Biaya Sewa Tempat Bulan Agustus","","3000000","Ya","1-10002","","","","0","3000000","02/09/2024","Bank Account"
"M Munir","","","","","","","EXP/00730","02/09/2024","","","Tidak","6-60101","Gaji","Payroll Bulan Juli (Direktur)","","3000000","Ya","1-10002","","","","0","3000000","02/09/2024","Bank Account"
"MADAM TAX","","","","","","","EXP/00729","01/09/2024","","","Tidak","6-60214","Pajak dan Perizinan","Payment SPM Masa Juli 2024","","500000","Ya","1-10003","","","","0","500000","01/09/2024","Giro"
"Santi Yulianti","","","","","","","EXP/00728","01/09/2024","","","Tidak","6-60102","Upah","Payroll Bulan Agustus (Admin)","","2500000","Ya","1-10003","Upah","","","0","2500000","01/09/2024","Giro"
"BANK OPERASIONAL","","","","","","","EXP/00727","31/08/2024","","","Tidak","8-80000","Beban Bunga","Pajak Bunga","","25.07","Ya","1-10003","","","","0","25.07","31/08/2024","Giro"
"Bank Corporate","","","","","","","EXP/00726","31/08/2024","","","Tidak","8-80000","Beban Bunga","BCA - Biaya Admin","","30000","Ya","1-10002","","","","0","30000","31/08/2024","Bank Account"
"FOTO COPY MENTARI","","","","","","","EXP/00725","31/08/2024","","","Tidak","6-60211","Sarana Kantor","Pembayaran Jasa Print Dokumen (INV, FP, Kuitansi & Materai 10.000)","","30000","Ya","1-10001","","","","0","30000","31/08/2024","Cash"
"ASTUTI","","","","","","","EXP/00724","31/08/2024","","","Tidak","6-60102","Upah","Payroll Pak Astuti (6 D)","","480000","Ya","1-10001","","","","0","480000","31/08/2024","Cash"
"BAYU","","","","","","","EXP/00723","31/08/2024","","","Tidak","6-60102","Upah","Payroll Pak Bayu 6 D (kelebihan di Tgl. 2 Augusti)","","350000","Ya","1-10001","","","","0","350000","31/08/2024","Cash"
"HAFIZ","","","","","","","EXP/00722","31/08/2024","","","Tidak","6-60102","Upah","Payroll Pak Hafiz 6 D (kelebihan di Tgl. 2 Augusti)","","500000","Ya","1-10001","","","","0","500000","31/08/2024","Cash"
"ANGGI","","","","","","","EXP/00721","31/08/2024","","","Tidak","6-60102","Upah","Payroll Bulan Agustus (Teknisi) Note. Potong tagihan 500K","","1000000","Ya","1-10003","Upah","","","0","1000000","31/08/2024","Giro"
"TOHARI","","","","","","","EXP/00720","31/08/2024","","","Tidak","6-60102","Upah","Payroll Bulan Agustus (Kepala Pabrik)","","4000000","Ya","1-10003","Upah","","","0","4000000","31/08/2024","Giro"
"J&T","","","","","","","EXP/00719","30/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya J&T Cargo Bulanan","","200000","Ya","1-10001","","","","0","200000","30/08/2024","Cash"
"KURIR","","","","","","","EXP/00718","29/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Driver Bongkar Bahan Baku PP Palet Hitam 1.000 kg","","20000","Ya","1-10001","","","","0","20000","29/08/2024","Cash"
"KLEDO","","","","","","","EXP/00715","29/08/2024","","","Tidak","6-60220","Langganan Software","Pembayaran Aplikasi KLEDO","","2998800","Ya","1-10003","","","","0","2998800","29/08/2024","Giro"
"LALAMOVE","","","","","","","EXP/00714","28/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP INJECTION OZ 12 OVAL NJI Up. PT Yoboy Oswald Imaji","","175000","Ya","1-10003","","","","0","175000","28/08/2024","Giro"
"PLN","","","","","","","EXP/00713","27/08/2024","","","Tidak","6-60217","Listrik","Pembelian Token Listrik Gudang B","","52000","Ya","1-10001","","","","0","52000","27/08/2024","Cash"
"BANK OPERASIONAL","","","","","","","EXP/00712","27/08/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10003","","","","0","2500","27/08/2024","Giro"
"LALAMOVE","","","","","","","EXP/00711","27/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP INJECTION OZ 16 DATAR 34 Dus & OZ 12 OVAL R 6 Dus Up. Tn Efendy","","325000","Ya","1-10003","","","","0","325000","27/08/2024","Giro"
"KURIR","","","","","","","EXP/00710","26/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Driver Bongkar Bahan Baku PP Palet Hitam 1.000 kg","","20000","Ya","1-10001","","","","0","20000","26/08/2024","Cash"
"EKSPEDISI","","","","","","","EXP/00709","26/08/2024","","Rasmanto","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 400 Kg Up. PT Indotama Omicron Kahar","","600000","Ya","1-10004","","","","0","600000","26/08/2024","Bank BRI"
"TOSERBA","","","","","","","EXP/00707","25/08/2024","","","Tidak","6-60205","Entertain","Entertain (Pembelian Makan Siang Teknisi)","","25000","Ya","1-10001","","","","0","25000","25/08/2024","Cash"
"TOSERBA","","","","","","","EXP/00706","24/08/2024","","","Tidak","6-60205","Entertain","Entertain (Pembelian Es The Solo 4)","","16000","Ya","1-10001","","","","0","16000","24/08/2024","Cash"
"J&T","","","","","","","EXP/00705","23/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 10 Kg Up. Dian","","55000","Ya","1-10001","","","","0","55000","23/08/2024","Cash"
"POM BENSIN","","","","","","","EXP/00704","22/08/2024","","","Tidak","6-60003","Bensin, Tol dan Parkir - Penjualan","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","22/08/2024","Cash"
"KOBRA","","","","","","","EXP/00703","22/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 100 Kg Up. Botero/Ira","","300000","Ya","1-10001","","","","0","300000","22/08/2024","Cash"
"TOSERBA","","","","","","","EXP/00700","21/08/2024","","","Tidak","6-60205","Entertain","Entertain (Pembelian Kopi Hitam & Minum Teknisi)","","15000","Ya","1-10001","","","","0","15000","21/08/2024","Cash"
"LALAMOVE","","","","","","","EXP/00699","21/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan LID Sambung Hitam Wingoh 5.000 pcs Up. Wingoh Max Indo","","91265","Ya","1-10001","","","","0","91265","21/08/2024","Cash"
"LALAMOVE","","","","","","","EXP/00698","21/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan CUP INJECTION OZ 16 DATAR Up. Baobao cup","","255000","Ya","1-10003","","","","0","255000","21/08/2024","Giro"
"BANK OPERASIONAL","","","","","","","EXP/00696","21/08/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10003","","","","0","2500","21/08/2024","Giro"
"LALAMOVE","","","","","","","EXP/00695","21/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Molding Tutup Galon & 16 OZ Datar Up. Bpk Marjoko","","101587","Ya","1-10003","","","","0","101587","21/08/2024","Giro"
"LALAMOVE","","","","","","","EXP/00694","21/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP INJECTION OZ 12 OVAL NJI Up. PT Yoboy Oswald Imaji","","180000","Ya","1-10003","","","","0","180000","21/08/2024","Giro"
"BAOBAO CUP","","","","","","","EXP/00693","20/08/2024","","","Tidak","5-50000","Beban Pokok Pendapatan","Pembayaran Jasa Printing CUP PP INJECTION 16 OZ DATAR (RM. Beda Rasa)","","1000000","Ya","1-10003","","","","0","1000000","20/08/2024","Giro"
"TOKO ONLINE","","","","","","","EXP/00692","20/08/2024","","","Tidak","6-60001","Iklan & Promosi","Pembelian Sample LID Sambung Wingoh","","43062","Ya","1-10003","","","","0","43062","20/08/2024","Giro"
"BANK OPERASIONAL","","","","","","","EXP/00691","19/08/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10003","","","","0","2500","19/08/2024","Giro"
"LALAMOVE","","","","","","","EXP/00690","19/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP INJECTION OZ 12 OVAL NJI Up. PT Yoboy Oswald Imaji","","170000","Ya","1-10003","","","","0","170000","19/08/2024","Giro"
"LALAMOVE","","","","","","","EXP/00689","19/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP INJECTION OZ 16 DATAR Up. Baobao cup","","170000","Ya","1-10003","","","","0","170000","19/08/2024","Giro"
"TOSERBA","","","","","","","EXP/00688","18/08/2024","","","Tidak","6-60205","Entertain","Entertain Pembelian Kopi Susu Satu Pack","","15000","Ya","1-10001","","","","0","15000","18/08/2024","Cash"
"TOSERBA","","","","","","","EXP/00682","16/08/2024","","","Tidak","6-60205","Entertain","Entertain (Pembelian Air Mineral Driver kirim pak indra dan indotama)","","16000","Ya","1-10001","","","","0","16000","16/08/2024","Cash"
"BANK OPERASIONAL","","","","","","","EXP/00681","16/08/2024","","","Tidak","8-80000","Beban Bunga","BCA Operasional - Biaya Adm","","16000","Ya","1-10003","","","","0","16000","16/08/2024","Giro"
"BANK BRI","","","","","","","EXP/00680","16/08/2024","16/08/2024","","Tidak","8-80000","Beban Bunga","Monthly Fee ATM","","2500","Ya","1-10004","","","","0","2500","16/08/2024","Bank BRI"
"BANK BRI","","","","","","","EXP/00679","16/08/2024","16/08/2024","","Tidak","8-80000","Beban Bunga","Admin Fee","","5500","Ya","1-10004","","","","0","5500","16/08/2024","Bank BRI"
"LALAMOVE","","","","","","","EXP/00677","15/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Molding Tutup Galon Up. Brp Marjoko","","82271","Ya","1-10001","","","","0","82271","15/08/2024","Cash"
"TOKPED","","","","","","","EXP/00676","15/08/2024","","","Tidak","6-60001","Iklan & Promosi","Topup Iklan Tokped","","111000","Ya","1-10003","","","","0","111000","15/08/2024","Giro"
"Shopee","","","","","","","EXP/00675","15/08/2024","","","Tidak","6-60001","Iklan & Promosi","Topup Iklan Shopee","","112000","Ya","1-10003","","","","0","112000","15/08/2024","Giro"
"LALAMOVE","","","","","","","EXP/00671","13/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Lakban 1 Dus (isi 72 roll)","","26163","Ya","1-10001","","","","0","26163","13/08/2024","Cash"
"LALAMOVE","","","","","","","EXP/00670","13/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Molding Tutup Galon Up. Bpk Marjoko","","56619","Ya","1-10001","","","","0","56619","13/08/2024","Cash"
"TALENTA","","","","","","","EXP/00669","13/08/2024","","","Tidak","6-60212","Pelatihan & Pengembangan","Pembayaran Seminar Perpajakan","","199000","Ya","1-10003","","","","0","199000","13/08/2024","Giro"
"PLN","","","","","","","EXP/00668","12/08/2024","","","Tidak","6-60217","Listrik","Pembayaran Tagihan Listrik Bulan Agustus","","8656112","Ya","1-10003","","","","0","8656112","12/08/2024","Giro"
"PDAM","","","","","","","EXP/00667","12/08/2024","","","Tidak","6-60217","Listrik","Pembayaran Tagihan Air PDAM Meteran 2","","30000","Ya","1-10003","","","","0","30000","12/08/2024","Giro"
"PDAM","","","","","","","EXP/00666","12/08/2024","","","Tidak","6-60217","Listrik","Pembayaran Tagihan Air PDAM Meteran 1","","80225","Ya","1-10003","","","","0","80225","12/08/2024","Giro"
"I SEVEN","","","","","","","EXP/00665","12/08/2024","","","Tidak","6-60206","Komunikasi - Umum","Pembayaran WiFi","","225000","Ya","1-10003","","","","0","225000","12/08/2024","Giro"
"TOSERBA","","","","","","","EXP/00660","11/08/2024","","","Tidak","6-60205","Entertain","Entertain (Pembelian Makan Siang Teknisi)","","25000","Ya","1-10001","","","","0","25000","11/08/2024","Cash"
